,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre
766,School of Rock,(2003),PG-13,7.1,82        ,269086,"81,261,177",109 min,"
Comedy, Music            "
767,Underworld,(2003),R,7.0,42        ,252917,"51,970,690",121 min,"
Action, Fantasy, Thriller            "
768,Hulk,(2003),PG-13,5.6,54        ,251812,"132,177,234",138 min,"
Action, Sci-Fi            "
769,2 Fast 2 Furious,(2003),PG-13,5.9,38        ,251239,"127,154,901",107 min,"
Action, Crime, Thriller            "
770,Bad Boys II,(2003),R,6.6,38        ,231792,"138,608,444",147 min,"
Action, Comedy, Crime            "
771,Elf,(2003),PG,7.0,64        ,231348,"173,398,518",97 min,"
Adventure, Comedy, Family            "
772,Identity,(2003),R,7.3,64        ,227335,"52,159,536",90 min,"
Mystery, Thriller            "
773,21 Grams,(2003),R,7.6,70        ,224564,"16,290,476",124 min,"
Crime, Drama, Thriller            "
774,Old School,(2003),R,7.1,54        ,215443,"75,585,093",88 min,"
Comedy            "
775,How to Lose a Guy in 10 Days,(2003),PG-13,6.4,45        ,211480,"105,813,373",116 min,"
Comedy, Romance            "
776,Daredevil,(2003),PG-13,5.3,42        ,206527,"102,543,520",103 min,"
Action, Crime            "
777,Anger Management,(2003),PG-13,6.3,52        ,203130,"135,645,823",106 min,"
Comedy            "
778,Master and Commander: The Far Side of the World,(2003),PG-13,7.4,81        ,202615,"93,927,920",138 min,"
Action, Adventure, Drama            "
779,American Wedding,(2003),R,6.3,43        ,194665,"104,565,114",96 min,"
Comedy            "
780,The League of Extraordinary Gentlemen,(2003),PG-13,5.8,30        ,168038,"66,465,204",110 min,"
Action, Adventure, Fantasy            "
781,Once Upon a Time in Mexico,(2003),R,6.4,56        ,153728,"56,359,780",102 min,"
Action, Crime, Thriller            "
782,Final Destination 2,(2003),R,6.2,38        ,152311,"46,961,214",90 min,"
Horror, Thriller            "
783,Johnny English,(2003),PG,6.2,51        ,148634,"28,082,366",87 min,"
Action, Adventure, Comedy            "
784,Cold Mountain,(2003),R,7.2,73        ,139939,"95,636,509",154 min,"
Adventure, Drama, History            "
785,Memories of Murder,(2003),Not Rated,8.1,82        ,139649,"14,131",132 min,"
Crime, Drama, Mystery            "
786,Good Bye Lenin!,(2003),R,7.7,68        ,137995,"4,064,200",121 min,"
Comedy, Drama, Romance            "
787,Dogville,(2003),R,8.0,60        ,137982,"1,530,386",178 min,"
Crime, Drama            "
788,S.W.A.T.,(2003),PG-13,6.0,45        ,137861,"116,934,650",117 min,"
Action, Adventure, Crime            "
789,Scary Movie 3,(2003),PG-13,5.5,49        ,137541,"110,003,217",84 min,"
Comedy, Horror            "
790,Monster,(2003),R,7.3,74        ,136477,"34,469,210",109 min,"
Biography, Crime, Drama            "
791,Bad Santa,(2003),R,7.0,70        ,135656,"60,060,328",92 min,"
Comedy, Crime, Drama            "
792,The Texas Chainsaw Massacre,(2003),R,6.2,38        ,130189,"80,571,655",98 min,"
Crime, Horror            "
793,Lara Croft Tomb Raider: The Cradle of Life,(2003),PG-13,5.6,43        ,130094,"65,660,196",117 min,"
Action, Adventure, Fantasy            "
794,The Recruit,(2003),PG-13,6.6,56        ,129213,"52,802,140",115 min,"
Action, Thriller            "
795,Freaky Friday,(2003),PG,6.2,70        ,125364,"110,230,332",97 min,"
Comedy, Family, Fantasy            "
796,Matchstick Men,(2003),PG-13,7.3,61        ,123663,"36,906,460",116 min,"
Comedy, Crime, Drama            "
797,Charlie's Angels: Full Throttle,(2003),PG-13,4.9,48        ,121003,"100,830,111",106 min,"
Action, Adventure, Comedy            "
798,Tears of the Sun,(2003),R,6.6,48        ,112681,"43,734,876",121 min,"
Action, Drama, Thriller            "
799,Something's Gotta Give,(2003),PG-13,6.7,66        ,111993,"124,728,738",128 min,"
Comedy, Drama, Romance            "
800,The Dreamers,(2003),NC-17,7.2,62        ,111036,"2,531,462",115 min,"
Drama, Romance            "
801,Freddy vs. Jason,(2003),R,5.7,37        ,110913,"82,622,655",97 min,"
Action, Horror            "
802,The Life of David Gale,(2003),R,7.6,31        ,109902,"19,593,740",130 min,"
Crime, Drama, Thriller            "
803,Wrong Turn,(I) (2003),R,6.1,32        ,109172,"15,417,771",84 min,"
Horror, Thriller            "
804,Gothika,(2003),R,5.8,38        ,106363,"59,694,580",98 min,"
Horror, Mystery, Thriller            "
805,Paycheck,(2003),PG-13,6.3,43        ,103513,"53,790,451",119 min,"
Action, Mystery, Sci-Fi            "
806,The Rundown,(2003),PG-13,6.7,59        ,101154,"47,726,342",104 min,"
Action, Adventure, Comedy            "
807,Shanghai Knights,(2003),PG-13,6.2,58        ,100205,"60,476,872",114 min,"
Action, Adventure, Comedy            "
808,Brother Bear,(2003),G,6.8,48        ,97193,"85,336,277",85 min,"
Animation, Adventure, Comedy            "
809,Cheaper by the Dozen,(2003),PG,5.9,46        ,93935,"138,614,544",98 min,"
Comedy, Family            "
810,The Core,(2003),PG-13,5.5,48        ,93611,"31,186,896",135 min,"
Action, Adventure, Sci-Fi            "
811,Intolerable Cruelty,(2003),PG-13,6.2,71        ,91661,"35,327,628",100 min,"
Comedy, Crime, Romance            "
812,Runaway Jury,(2003),PG-13,7.1,61        ,91308,"49,443,628",127 min,"
Crime, Drama, Thriller            "
813,Dreamcatcher,(2003),R,5.5,35        ,88788,"33,715,436",134 min,"
Drama, Horror, Sci-Fi            "
814,Elephant,(2003),R,7.2,70        ,85903,"1,227,000",81 min,"
Crime, Drama, Thriller            "
815,The Room,(2003),R,3.7,9        ,82225,"557,236",99 min,"
Drama            "
816,Thirteen,(2003),R,6.8,70        ,79500,"4,599,680",100 min,"
Drama            "
817,House of 1000 Corpses,(2003),R,6.1,31        ,78250,"12,634,962",89 min,"
Horror            "
818,Holes,(2003),PG,7.0,71        ,77769,"67,406,573",117 min,"
Adventure, Comedy, Drama            "
819,"Spring, Summer, Fall, Winter... and Spring",(2003),R,8.0,85        ,77529,"2,380,788",103 min,"
Drama, Romance            "
820,Mona Lisa Smile,(2003),PG-13,6.5,45        ,77486,"63,860,942",117 min,"
Drama            "
821,Munna Bhai M.B.B.S.,(2003),Not Rated,8.1,No Metascore found,74008,,156 min,"
Comedy, Drama, Musical            "
822,Girl with a Pearl Earring,(2003),PG-13,6.9,72        ,72355,"11,634,362",100 min,"
Biography, Drama, Romance            "
823,Ong-Bak: The Thai Warrior,(2003),R,7.2,69        ,71064,"4,560,061",105 min,"
Action, Crime, Thriller            "
824,High Tension,(2003),R,6.8,42        ,67661,"3,681,066",91 min,"
Horror            "
825,Just Married,(2003),PG-13,5.5,28        ,67561,"56,127,162",95 min,"
Comedy, Romance            "
826,The Station Agent,(2003),R,7.6,81        ,67375,"5,739,376",89 min,"
Comedy, Drama            "
827,Love Me If You Dare,(2003),R,7.6,45        ,67366,"548,707",93 min,"
Comedy, Drama, Romance            "
828,Seabiscuit,(2003),PG-13,7.3,72        ,66918,"120,277,854",140 min,"
Drama, History, Sport            "
829,Open Range,(2003),R,7.4,67        ,66734,"58,331,254",139 min,"
Action, Drama, Romance            "
830,Peter Pan,(2003),PG,6.8,64        ,66549,"48,462,608",113 min,"
Adventure, Family, Fantasy            "
831,House of Sand and Fog,(2003),R,7.5,71        ,65217,"13,005,485",126 min,"
Crime, Drama            "
832,Daddy Day Care,(2003),PG,5.6,39        ,63806,"104,297,061",92 min,"
Comedy, Family            "
833,Kal ho naa ho,(2003),Not Rated,8.0,54        ,63471,"1,787,378",186 min,"
Comedy, Drama, Musical            "
834,Legally Blonde 2,(2003),PG-13,4.8,47        ,61495,"90,186,328",95 min,"
Comedy            "
835,Timeline,(2003),PG-13,5.7,28        ,60308,"19,481,943",116 min,"
Action, Adventure, Sci-Fi            "
836,Coffee and Cigarettes,(2003),R,7.1,65        ,59838,"1,971,135",95 min,"
Comedy, Drama, Music            "
837,What a Girl Wants,(2003),PG,5.8,41        ,59537,"35,990,505",105 min,"
Comedy, Drama, Family            "
838,Basic,(2003),R,6.5,34        ,59361,"26,536,120",98 min,"
Action, Crime, Drama            "
839,Jeepers Creepers 2,(2003),R,5.6,36        ,58470,"35,667,218",104 min,"
Horror            "
840,Out of Time,(I) (2003),PG-13,6.5,63        ,57010,"40,905,277",105 min,"
Crime, Drama, Mystery            "
841,A Tale of Two Sisters,(2003),R,7.2,65        ,56677,,114 min,"
Drama, Horror, Mystery            "
842,Duplex,(2003),PG-13,5.9,50        ,55413,"9,692,135",89 min,"
Comedy            "
843,Spy Kids 3-D: Game Over,(2003),PG,4.3,57        ,55206,"111,761,982",84 min,"
Action, Adventure, Comedy            "
844,Secondhand Lions,(2003),PG,7.5,52        ,52485,"41,407,470",109 min,"
Comedy, Drama, Family            "
845,The Cat in the Hat,(2003),PG,4.0,19        ,52442,"101,149,285",82 min,"
Adventure, Comedy, Family            "
846,Stuck on You,(2003),PG-13,5.7,62        ,51117,"33,832,741",118 min,"
Comedy            "
847,Open Water,(2003),R,5.7,63        ,51008,"30,610,863",79 min,"
Adventure, Drama, Horror            "
848,The Triplets of Belleville,(2003),PG-13,7.8,91        ,50625,"7,002,255",80 min,"
Animation, Comedy, Drama            "
849,Sinbad: Legend of the Seven Seas,(2003),PG,6.7,48        ,49418,"26,483,452",86 min,"
Animation, Adventure, Family            "
850,National Security,(2003),PG-13,5.7,31        ,47876,"35,764,982",88 min,"
Action, Comedy, Crime            "
851,American Splendor,(2003),R,7.4,90        ,47679,"6,003,587",101 min,"
Biography, Comedy, Drama            "
852,Under the Tuscan Sun,(2003),PG-13,6.8,52        ,47674,"43,610,723",113 min,"
Comedy, Drama, Romance            "
853,Bulletproof Monk,(2003),PG-13,5.5,40        ,47655,"23,020,488",104 min,"
Action, Comedy, Fantasy            "
854,The Blind Swordsman: Zatoichi,(2003),R,7.5,75        ,47186,"853,718",116 min,"
Action, Comedy, Crime            "
855,Gigli,(2003),R,2.5,18        ,45982,"6,068,735",121 min,"
Comedy, Crime, Romance            "
856,A Man Apart,(2003),R,6.1,36        ,45080,"26,183,197",109 min,"
Action, Crime, Drama            "
857,11:14,(2003),R,7.2,65        ,44898,,86 min,"
Crime, Drama, Mystery            "
858,The Hunted,(2003),R,6.1,40        ,43686,"34,238,611",94 min,"
Action, Crime, Drama            "
859,Honey,(2003),PG-13,5.4,37        ,43310,"30,308,417",94 min,"
Drama, Music, Romance            "
860,The Haunted Mansion,(2003),PG,5.0,34        ,43048,"75,847,266",88 min,"
Comedy, Family, Fantasy            "
861,Swimming Pool,(2003),R,6.7,70        ,42622,"10,105,505",102 min,"
Crime, Drama, Mystery            "
862,The Return,(2003),Not Rated,8.0,82        ,42406,"502,028",110 min,"
Drama            "
863,Cradle 2 the Grave,(2003),R,5.8,36        ,41238,"34,604,054",101 min,"
Action, Crime, Drama            "
864,Taxi 3,(2003),Not Rated,5.8,No Metascore found,40297,"497,208",84 min,"
Action, Comedy, Crime            "
865,Down with Love,(2003),PG-13,6.3,52        ,39524,"20,298,207",101 min,"
Comedy, Romance            "
866,The Medallion,(2003),PG-13,5.3,38        ,39198,"22,108,977",88 min,"
Action, Comedy, Fantasy            "
867,Radio,(2003),PG,6.9,38        ,38151,"52,277,485",109 min,"
Biography, Drama, Sport            "
868,Dumb and Dumberer: When Harry Met Lloyd,(2003),PG-13,3.4,19        ,37404,"26,276,465",85 min,"
Comedy            "
869,House of the Dead,(2003),R,2.0,15        ,35883,"10,249,719",90 min,"
Action, Adventure, Horror            "
870,Hollywood Homicide,(2003),PG-13,5.3,47        ,35877,"30,013,346",116 min,"
Action, Comedy, Crime            "
871,The Lizzie McGuire Movie,(2003),PG,5.5,56        ,35828,"42,672,630",94 min,"
Adventure, Comedy, Family            "
872,Evil,(2003),Not Rated,7.8,61        ,35683,"15,280",113 min,"
Drama            "
873,Uptown Girls,(2003),PG-13,6.2,33        ,35211,"36,922,190",92 min,"
Comedy, Drama, Romance            "
874,Bringing Down the House,(2003),PG-13,5.6,39        ,34942,"132,716,677",105 min,"
Comedy            "
875,Shattered Glass,(2003),PG-13,7.1,73        ,33364,"2,220,008",94 min,"
Drama, History            "
876,Looney Tunes: Back in Action,(2003),PG,5.7,64        ,33237,"20,991,364",91 min,"
Animation, Adventure, Comedy            "
877,Confidence,(2003),R,6.7,59        ,33233,"12,212,417",97 min,"
Crime, Thriller            "
878,The Missing,(I) (2003),R,6.5,55        ,33229,"26,900,336",137 min,"
Adventure, Thriller, Western            "
879,Agent Cody Banks,(2003),PG,5.1,41        ,32976,"47,811,138",102 min,"
Action, Adventure, Comedy            "
880,The Cooler,(2003),R,6.9,69        ,32517,"8,243,880",101 min,"
Drama, Romance            "
881,Tokyo Godfathers,(2003),PG-13,7.8,73        ,31670,"128,985",92 min,"
Animation, Adventure, Comedy            "
882,Darkness Falls,(2003),PG-13,5.0,23        ,30187,"32,551,396",86 min,"
Fantasy, Horror, Mystery            "
883,Kangaroo Jack,(2003),PG,4.4,16        ,29741,"66,934,963",89 min,"
Action, Adventure, Comedy            "
884,Anything Else,(2003),R,6.3,43        ,29710,"3,203,044",108 min,"
Comedy, Romance            "
885,The Human Stain,(2003),R,6.2,57        ,29329,"5,381,227",106 min,"
Drama, Romance, Thriller            "
886,The Barbarian Invasions,(2003),R,7.6,70        ,28287,"3,432,342",99 min,"
Comedy, Crime, Drama            "
887,My Boss's Daughter,(2003),PG-13,4.7,15        ,28219,"15,550,605",86 min,"
Comedy, Romance            "
888,Ruby & Quentin,(2003),Not Rated,7.1,No Metascore found,27106,,85 min,"
Comedy, Crime            "
889,Dead End,(I) (2003),R,6.6,No Metascore found,26327,,85 min,"
Adventure, Horror, Mystery            "
890,Beyond Borders,(2003),R,6.5,32        ,26140,"4,426,297",127 min,"
Adventure, Drama, Romance            "
891,A Mighty Wind,(2003),PG-13,7.2,81        ,26095,"17,508,936",91 min,"
Comedy, Music            "
892,Ned Kelly,(2003),R,6.5,56        ,25927,"74,864",110 min,"
Action, Adventure, Biography            "
893,View from the Top,(2003),PG-13,5.3,27        ,25554,"15,589,458",87 min,"
Comedy, Romance            "
894,From Justin to Kelly,(2003),PG,2.1,14        ,24737,"4,922,166",81 min,"
Comedy, Musical, Romance            "
895,Control,(2003),R,7.6,72        ,24428,"237,183",111 min,"
Comedy, Crime, Drama            "
896,My Life Without Me,(2003),R,7.5,57        ,24170,"395,592",106 min,"
Drama, Romance            "
897,Calendar Girls,(2003),PG-13,6.9,60        ,23212,"31,041,759",108 min,"
Comedy, Drama            "
898,The United States of Leland,(2003),R,7.1,37        ,22700,"343,816",108 min,"
Drama            "
899,In the Cut,(2003),R,5.3,46        ,21869,"4,750,602",119 min,"
Mystery, Thriller            "
900,Wonderland,(2003),R,6.6,43        ,21290,"1,056,102",104 min,"
Crime, Drama, Mystery            "
901,Koi... Mil Gaya,(2003),Not Rated,7.1,No Metascore found,21248,"681,000",171 min,"
Action, Drama, Romance            "
902,Cold Creek Manor,(2003),R,5.0,37        ,21036,"21,384,035",118 min,"
Drama, Mystery, Thriller            "
903,The Best of Youth,(2003),R,8.5,89        ,20619,"254,224",366 min,"
Drama, Romance            "
904,Pieces of April,(2003),PG-13,7.0,70        ,20214,"2,528,664",80 min,"
Comedy, Drama            "
905,Saints and Soldiers,(2003),PG-13,6.7,56        ,19978,"1,310,470",90 min,"
Action, Drama, War            "
906,Code 46,(2003),R,6.2,57        ,19961,"197,148",93 min,"
Drama, Romance, Sci-Fi            "
907,The Green Butchers,(2003),R,7.3,54        ,19877,"2,483",100 min,"
Comedy, Drama            "
908,Battle Royale II,(2003),Not Rated,4.7,No Metascore found,19354,,155 min,"
Action, Drama, Thriller            "
909,Veronica Guerin,(2003),R,6.9,55        ,19166,"1,571,504",98 min,"
Biography, Crime, Drama            "
910,Kopps,(2003),Can not catch,6.7,No Metascore found,18969,,90 min,"
Action, Comedy            "
911,In Hell,(2003),R,6.2,No Metascore found,18719,,98 min,"
Action, Drama, Thriller            "
912,Malibu's Most Wanted,(2003),PG-13,5.2,43        ,18558,"34,308,901",86 min,"
Comedy, Crime            "
913,Carandiru,(2003),R,7.6,71        ,18252,"213,954",145 min,"
Drama, Crime            "
914,Head of State,(2003),PG-13,5.5,44        ,18152,"37,788,228",95 min,"
Comedy            "
915,Willard,(2003),PG-13,6.1,61        ,17514,"6,886,089",100 min,"
Drama, Horror, Thriller            "
916,Latter Days,(2003),R,7.0,45        ,16971,"819,939",107 min,"
Comedy, Drama, Romance            "
917,The Order,(2003),R,5.2,21        ,16931,"7,659,747",102 min,"
Horror, Mystery, Thriller            "
918,Infernal Affairs II,(2003),Not Rated,7.3,No Metascore found,16836,,119 min,"
Action, Crime, Drama            "
919,Anbe Sivam,(2003),Not Rated,8.7,No Metascore found,16826,,160 min,"
Adventure, Comedy, Drama            "
920,One Missed Call,(2003),R,6.2,54        ,16795,,112 min,"
Horror, Mystery            "
921,A Guy Thing,(2003),PG-13,5.6,27        ,16620,"15,408,822",101 min,"
Comedy, Romance            "
922,In Your Name,(2003),Not Rated,7.1,No Metascore found,16295,,132 min,"
Action, Drama, Romance            "
923,The In-Laws,(I) (2003),PG-13,5.8,46        ,16278,"20,440,627",98 min,"
Action, Comedy, Thriller            "
924,Gangaajal,(2003),Not Rated,7.8,No Metascore found,15734,,157 min,"
Action, Crime, Drama            "
925,Gods and Generals,(2003),PG-13,6.4,30        ,15367,"12,870,569",219 min,"
Biography, Drama, History            "
926,Intermission,(2003),R,6.8,64        ,15205,"896,993",105 min,"
Comedy, Crime, Drama            "
